City,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Temperature (C),Pressure (millibars),Humidity,Wind Speed (km/h)
Mumbai,14,39.25,7.38,21.55,17.47,9.08,1.77,9.58,19.1,41.3,1019.9,34,28.336
Mumbai,5.25,25,5.38,19.63,14.82,8.67,0.53,9.7,19.6,40.3,1019.9,34,30.8476
Mumbai,7,26.25,3.4,8.42,7.25,9.15,0.27,10.13,20.6,37.6,1019.9,34,29.4147
Mumbai,9.5,25.25,2.55,11.17,8.05,8.93,0.53,10.3,17.63,37.4,1020,33.9,27.1446
Mumbai,8,11,1.5,9.73,6.37,9.5,0.4,10.85,19.1,33.3,1020,34,17.1143
Mumbai,6,17,1.95,4.77,4.12,9.1,1.17,9.72,20.1,35.6,1020,34,16.8084
Mumbai,,2,1.72,6.68,4.92,10.33,1.08,9.7,16.18,38.8,1020,34,6.7942
Mumbai,,3,1.82,8.72,6.12,25.38,1.26,7.78,15.7,33.6,1020,34,11.0124
Mumbai,,6,1.5,8.4,5.7,31.3,1.5,3.9,,30.4,1020,34,7.8729
Mumbai,89,151,2.2,56.1,31.7,3.3,,,62.7,34.7,1020,33.9,14.3129
Mumbai,85,147,2.15,55.45,31.2,3.6,1.63,24.38,66.62,33.8,1020,34,26.1142
Mumbai,73.25,137.5,2.12,49.42,28.05,4.05,2.29,22.68,66.62,41.9,1019.9,34,23.4416
Mumbai,71.25,137,1.7,47.43,26.6,4.52,2.19,19.17,68.1,27.3,1020,33.9,22.6366
Mumbai,62.75,110.5,2.22,50.8,28.82,3.13,1.7,36.42,65.17,43.5,1020,34,26.7743
Mumbai,62.5,106,2.23,50.2,28.5,4.5,3.03,22.35,66.6,46.2,1020,33.9,26.726
Mumbai,63.25,117.25,3.07,57.32,33,4.32,0.55,23.6,63.7,48.6,1020,34,25.5507
Mumbai,64.25,165.25,5.48,91.25,53.03,6.22,0.54,20.22,40.67,42,1019.9,34,28.5292
Mumbai,77,311.5,14.58,125.25,78.5,2.03,0.94,20.25,27.92,43.6,1019.9,34,26.8065
Mumbai,87.75,374.75,23.55,138.7,92.9,3.38,1.11,18.72,24.97,43.2,1019.8,34.1,28.5292
Mumbai,91.5,268.5,8.55,106.48,63.62,2.75,0.25,12.58,33.3,47.8,1019.9,34.1,25.277
Mumbai,91.25,173.75,3.12,94,52.52,1.75,0.56,10.65,35.27,44.2,1019.9,34.1,23.7475
Mumbai,97.75,179,5.4,104.38,59.9,0.78,1.08,8.48,29.9,49.1,1020,34,26.6616
Mumbai,106,206,9.35,138.42,81.25,0.15,0.26,6.55,15.68,52.5,1019.9,34,15.9068
Mumbai,126,226.5,3.77,121.4,67.65,0.8,0.27,9.83,21.05,50.4,1019.9,34,13.9426
Mumbai,117.25,219.25,8.23,117.65,69.25,0.7,0.4,10.4,14.2,40.1,1019.9,34,9.338
Mumbai,119.5,217.75,5.7,95.07,55.23,1.7,0.17,9.7,21.55,41.5,1019.9,34,7.8729
Mumbai,97,173.5,2.33,79.83,44.3,2.3,0.07,9.45,27.4,35.4,1019.9,34,6.0536
Mumbai,87,143,2.47,72.05,40.32,2.85,2.65,10.38,32.82,31.4,1019.9,34,10.948
Mumbai,86,147.25,3.57,73.23,41.85,2.88,2.75,8.65,26.95,30.9,1019.9,34,6.4883
Mumbai,85.75,151.75,3.97,88.65,50.43,1.23,3.4,12.03,20.58,41.5,1019.9,34,10.3684
Mumbai,101.5,193.5,15.37,93.05,62.03,2.45,1.75,14.22,15.2,42.7,1019.8,33.9,6.4078
Mumbai,106,226.75,17.37,99.23,66.9,2.12,0.8,21.07,23.03,43.9,1019.9,33.9,6.1341
Mumbai,93,192.5,4.7,77.98,45.3,2.32,0.42,19.65,49.98,37.4,1019.9,34,4.7334
Mumbai,75.75,139,3,62.92,35.9,4.12,0.39,19.95,61.72,38.6,1019.9,34,4.6529
Mumbai,58.5,117.25,2.75,62.1,35.3,1.45,4.84,41.4,66.15,36.2,1020,34,7.6797
Mumbai,53.75,129.5,12.97,114.2,73.25,,0.09,27.13,68.6,32.9,1020,34,21.8477
Mumbai,53.5,156,2.57,83.08,46.28,,,25.35,68.62,28.7,1020.1,34,21.7833
Mumbai,55,105,3.2,66.75,38.08,2.7,0.58,28.02,69.1,33.6,1020.1,34,20.2055
Mumbai,57.25,110.75,5.75,93.57,54.47,2.9,0.26,19.7,66.62,35.1,1020.1,33.9,22.3468
Mumbai,55,110,3.45,76.45,43.43,3.6,0.49,14.25,65.15,33.3,1020,33.9,21.8477
Mumbai,61.75,153.25,5.65,79.17,46.68,9.25,1.6,11.72,48.53,31.2,1020,34,21.7833
Mumbai,73,227.5,4.95,107.28,61.1,8.87,1.23,19.6,37.7,30.9,1020,34.1,20.2055
Mumbai,78,229,17.38,129.78,83.12,10.1,1.76,19.85,28.93,31.4,1019.9,34,27.1607
Mumbai,94.75,288.75,17.3,125.88,81.05,8.15,1.54,19.18,21.07,29.7,1020,34,30.2841
Mumbai,99.5,303.75,35.2,127.82,96.58,4.88,1.69,17.18,23.5,32.6,1020,34,29.0122
Mumbai,102,228,27.65,146.3,100.3,3.85,2.07,16.77,17.65,34.4,1020,34,30.1875
Mumbai,115.5,253.5,19.95,145.38,93.6,1.47,2.78,16.35,19.63,34.7,1020,34,33.0533
Mumbai,116,227,42.55,144.55,111.45,5.38,2.52,15.97,15.67,34.6,1020,34,33.5041
Mumbai,13.25,34,2.5,19.48,12.4,11.45,0.53,8.65,23.5,32.5,1020,33.9,28.336
Mumbai,18.25,49.25,2.8,17.75,11.72,11.57,0.47,9.05,21.1,36.3,1020,33.9,30.8476
Mumbai,13.5,41.25,2.9,20.67,13.35,11.75,0.58,9.95,16.65,36.6,1020,34,29.4147
Mumbai,18,41,2.85,17.5,11.62,13.15,0.66,10.1,15.2,31.5,1019.9,34,27.1446
Mumbai,27,38,1.37,16.58,9.88,13.53,1.78,8.7,14.2,26.1,1019.9,33.9,17.1143
Mumbai,14,38.5,1.25,19.17,11.23,14.92,2.06,7.85,7.35,27.5,1019.9,33.9,16.8084
Mumbai,13.5,44.5,1.85,26.03,15.38,16.85,2.01,7.9,7.83,24.5,1019.9,33.9,6.7942
Mumbai,14.5,39,2.5,21.6,13.53,16.88,1.97,7.23,9.8,21.6,1019.9,34,11.0124
Mumbai,18.25,30.75,1.57,14.5,8.95,15.92,1.55,7.25,13.25,18.6,1019.9,33.9,7.8729
Mumbai,7.75,16,1.42,10.77,6.88,15.9,1.45,7.52,14.7,19.9,1020,33.9,14.3129
Mumbai,9.75,21,2.1,10.15,7.08,16.38,1.34,6.9,14.22,25.7,1020,33.9,26.1142
Mumbai,9.75,27.25,3.7,14.53,10.75,15.92,1.47,9.82,9.8,29.3,1019.9,33.9,23.4416
Mumbai,10.75,26.75,5.88,13.33,11.88,15.45,1.38,8.2,11.78,23.4,1020,33.9,22.6366
Mumbai,7,23,7.5,12.12,12.55,15.47,0.53,8.35,12.75,17.6,1020,33.9,26.7743
Mumbai,8,20.5,6.88,11.72,11.83,14.37,0.81,9.65,13.7,26,1020.1,33.9,26.726
Mumbai,9,20,7.48,13.57,13.28,20.1,1.71,11.05,11.8,33.8,1020.1,33.9,25.5507
Mumbai,11,27.5,6.95,14.2,13.25,31.1,0.78,11.2,16.65,39.5,1020.2,33.9,28.5292
Mumbai,11,33.5,16.4,10.7,21.15,14.55,1.19,11.83,25,40,1020.2,33.9,26.8065
Mumbai,13,36.5,4.33,8.6,8.08,11.52,1.1,10.48,38.2,40.4,1020.2,33.9,28.5292
Mumbai,23.5,40.5,3.4,9.4,7.75,10.62,1.18,11.58,52.93,40.3,1020.1,33.9,25.277
Mumbai,23,44.5,3,15.6,10.73,12.03,1.02,11.55,56.32,35.7,1020.1,33.9,23.7475
Mumbai,16,48,3.33,18.92,12.8,13.03,0.99,11.25,53.9,39.2,1020.1,34,26.6616
Mumbai,17,53,3.43,18.65,12.7,14.1,1.15,11.17,49.5,38.3,1020.1,34,15.9068
Mumbai,17.5,61,3.53,31,19.37,13.6,1.42,9.72,36.75,37.5,1020.1,34,13.9426
Mumbai,20,63,3.37,38.15,23.05,16.32,1.64,9.52,29.4,38.8,1020.1,33.9,9.338
Mumbai,25.5,74,11.33,40.35,30.68,15.67,1.48,9.4,12.27,43.9,1020.1,33.9,7.8729
Mumbai,26.5,77.5,4.55,34.5,22.05,23.72,1.32,9.5,25.47,39.9,1020,33.9,6.0536
Mumbai,25,73.5,7.62,32.48,23.5,25.07,1.41,9.37,22.55,39.3,1020,33.9,10.948
Mumbai,23,67,1.6,25.8,15.02,23.75,1.25,8.9,13.7,39.5,1020,33.9,6.4883
Mumbai,22.75,57,2.4,38.27,22.3,21,1.47,10.38,9.3,37.5,1020,34,10.3684
Mumbai,23.5,56,1.5,13.83,8.6,16.42,1.29,9.67,13.22,32.6,1020,34,6.4078
Mumbai,10.5,36,1.47,12,7.58,18.07,1.26,9.17,11.8,29.3,1020,33.9,6.1341
Mumbai,13,42.25,1.45,17.48,10.47,19.08,1.24,9.42,15.7,28,1020,34,4.7334
Mumbai,17,49.5,1.42,21.05,12.35,19.2,0.55,10.45,7.83,27.4,1020,34,4.6529
Mumbai,17.75,40.75,2.48,18.6,11.9,19.18,0.49,10.33,7.83,24.3,1020.1,34,7.6797
Mumbai,10.25,36.25,3.9,15.35,11.33,17.3,0.75,9.38,10.78,25.7,1020.1,34,10
Mumbai,9.5,33.75,4.45,10.78,9.33,18.17,0.78,8.95,13.7,24.2,1020,34,14.62
Mumbai,12.75,33.5,3.7,8.67,7.62,18.75,0.37,9.42,17.13,25.9,1020.1,34,15.92
Mumbai,9.75,35.75,4.12,6.7,6.93,20.12,0.36,9.3,19.6,26.4,1020.1,34,15.09
Mumbai,11.25,37.25,4.13,6.67,6.92,17.25,0.59,10.25,25.47,27.8,1020.1,33.9,10.29
Mumbai,10.25,34.25,3.1,6.55,5.95,18.3,0.75,11.5,38.2,27.7,1020.1,33.9,9.5
Mumbai,17.75,34.25,12.18,5.5,14.9,16.15,0.91,8.9,48.98,26.4,1020.2,33.9,8.25
Mumbai,24.75,42.75,1.6,6.4,4.68,16.8,1.26,9.77,52.45,27.6,1020.2,33.9,12.21
Mumbai,12,50,2.53,8.02,6.33,17.7,1.29,9.6,52.45,28.7,1020.2,33.9,6.83
Mumbai,13,57.75,2.62,7.3,6,17.17,0.92,10.52,46.55,32,1020.3,33.9,13.62
Mumbai,15.75,68.25,3.28,13.2,9.67,20.05,1.61,9.05,39.18,32.7,1020.3,34,14.17
Mumbai,17.5,91.75,5.5,24.4,17.45,17.78,1.75,9.93,30.35,28.9,1020.3,33.9,19.79
Mumbai,27.5,120.25,15.02,51.82,39.75,18.2,1.97,17.55,15.7,31.9,1020.3,33.9,11.38
Mumbai,31.75,120.5,2.17,27.6,16.4,18.7,1.3,9.53,24.97,33.6,1020.3,33.9,8.92
Mumbai,26,79.25,18.37,44.77,38.73,15.65,1.35,10.1,14.73,33.1,1020.4,34,7.71
Mumbai,37.5,101.5,14.32,49.43,37.93,19.23,1.47,8.97,7.35,30.9,1020.4,34,11.96
Mumbai,36.25,120.75,11.58,50.5,36.22,20.35,1.39,9.13,3.9,36.5,1020.5,34,13.5884
Mumbai,37,120,5.62,40.97,26.35,21.1,1.39,8.77,8.83,37.1,1020.5,34,19.9157
Mumbai,28.25,77.75,3.18,38.82,23.22,21.55,0.76,9.05,8.3,24,1020.5,34,19.4166
Mumbai,19.25,72,1.6,32.68,18.65,21.15,0.82,8.4,9.3,19.6,1020.5,33.9,17.1143
Mumbai,25.25,73.75,4.22,31.15,20,20.68,0.72,8.18,4.9,20,1020.5,34,21.5418
Mumbai,20.25,63,1.9,23.25,13.92,20.25,1.09,8.62,20.1,19,1020.6,34,19.8352
Mumbai,12.25,39.25,2.15,22.07,13.47,20.07,1.81,8.7,6.85,20.5,1020.5,33.9,21.5257
Mumbai,11.75,30.25,2.28,16.12,10.42,19.83,1.65,8.85,11.28,28.3,1020.4,33.9,21.6706
Mumbai,9.25,27,4.32,10.25,8.95,19.03,1.59,10.55,13.7,32.1,1020.4,33.9,19.3683
Mumbai,12,26,4.73,13.05,10.8,19.27,1.42,10.75,12.28,40.6,1020.5,33.9,20.0606
Mumbai,12,31.5,3.85,9.48,8.2,19.2,0.07,10.88,13.7,42.3,1020.5,33.9,13.6689
Mumbai,19.25,29.5,5.52,7.85,8.67,21.27,0.12,11.53,16.17,40.7,1020.5,33.9,12.1072
Mumbai,13.5,30.5,5.88,8.95,9.55,21.18,0.12,11.65,21.08,38.4,1020.5,33.9,10.5616
Mumbai,11.5,36.75,3.65,7.7,7.05,22.3,0.25,14.12,26.45,35.7,1020.5,33.9,13.6367
Mumbai,10.5,33.25,2.57,6.45,5.52,17.1,1.16,11.3,35.28,36.2,1020.5,33.9,10.1108
Mumbai,11,35.25,2.4,5.03,4.65,16.8,1.04,10.77,40.7,35.2,1020.5,34,6.4883
Mumbai,10.75,37.25,2.03,4.42,4,18.53,1.07,10.48,44.1,35.7,1020.5,33.9,6.2951
Mumbai,16.25,35.25,3.05,7.1,6.27,18.3,1.15,11.45,43.1,27.6,1020.5,33.9,3.4615
Mumbai,9,44.75,2.6,6.6,5.62,18.55,1.12,11.17,42.15,41.5,1020.5,33.9,6.1985
Mumbai,12.5,45.5,5.43,9.78,9.6,17.82,0.97,10.4,38.2,33.2,1020.6,33.9,6.4883
Mumbai,14,43.5,2.78,12.27,8.8,18.88,1.12,10.4,34.3,44,1020.6,33.9,6.2951
Mumbai,14.5,30.25,3.4,17.85,12.23,21.65,1.04,10.07,25.97,41.3,1020.5,33.9,11.0607
Mumbai,14.5,42,2.07,6.25,5.02,24.78,0.96,8.95,26.45,40.3,1020.6,33.9,9.5151
Mumbai,9.5,20.5,2.83,6.65,5.85,20.67,0.77,9.28,24,37.6,1020.6,33.9,10.8031
Mumbai,7.25,18.5,1.18,5.45,3.85,17.92,0.66,8.55,21.1,37.4,1020.6,34,11.0285
Mumbai,5,17,1.32,5.02,3.75,16.55,0.63,9.23,18.6,33.3,1020.6,34,9.2253
Mumbai,6.25,15.25,1.75,6.6,4.95,16.93,1.22,7.63,15.2,35.6,1020.6,34,11.5759
Mumbai,10.25,17.25,1.6,9.9,6.58,17.28,1.19,7.3,12.75,38.8,1020.7,33.9,35.2107
Mumbai,10.75,19.5,1.65,14.23,8.92,23.67,1.22,7.65,11.8,33.6,1020.7,33.9,30.8315
Mumbai,9,15.25,1.47,15.2,9.28,35.8,1.11,4.65,23.52,30.4,1020.6,33.9,26.2591
Mumbai,6.5,17.5,1.62,14.53,9.05,19.68,0.66,8.38,11.78,34.7,1020.6,33.9,25.8083
Mumbai,8.25,20.5,2.63,11.1,8.05,16.18,0.54,7.98,11.28,33.8,1020.7,33.9,29.3664
Mumbai,8.75,15,2.75,10.75,7.95,14.62,0.64,7.65,11.8,41.9,1020.6,33.9,36.4504
Mumbai,7.75,12.75,3.68,9.57,8.1,15,0.69,7.83,12.28,27.3,1020.7,33.8,26.8387
Mumbai,7.25,17.5,6.35,12.62,11.85,13.97,0.99,8.08,12.75,43.5,1020.6,33.9,25.1643
Mumbai,8,23,7.35,12.83,12.78,14.7,1.14,11.3,13.7,46.2,1020.7,33.9,27.9013
Mumbai,7.5,17.5,9.48,14.05,15.2,17.28,1.2,12.4,13.7,48.6,1020.7,33.9,33.3753
Mumbai,8.75,22,8.75,12.95,13.95,33.3,0.3,15.35,17.13,42,1020.7,33.9,32.3449
Mumbai,17,33,17.65,14.85,24.3,20.1,0.36,19.05,22.05,43.6,1020.8,33.9,29.3986
Mumbai,16.25,38.5,5.62,9.73,9.78,23.07,1.29,15.83,30.87,43.2,1020.8,33.9,26.7582
Mumbai,13,37.5,4.05,8.08,7.62,23.55,1.53,10.95,40.2,47.8,1020.8,33.9,27.5793
Mumbai,10.75,39.25,5.17,17.38,13.45,28.5,1.23,7.15,39.7,44.2,1020.9,33.9,35.0658
Mumbai,12.5,36.25,6.43,25.47,18.77,19.2,0.86,9.58,33.82,49.1,1020.9,33.9,31.6526
Mumbai,12.5,33,11.4,38.75,29.87,14.53,0.87,12.45,18.6,52.5,1020.9,34,28.8834
Mumbai,14.75,48.25,3.03,13.92,9.85,16,0.75,8.38,30.87,50.4,1020.9,34,30.5417
Mumbai,9.25,21.5,2.8,8.48,6.8,15.88,0.8,6.1,30.9,40.1,1021,33.9,25.5024
Mumbai,12.75,20.25,2.3,9.2,6.77,15.88,0.54,6.35,25,41.5,1020.9,33.9,32.4898
Mumbai,11,20.25,2.6,11,7.95,14.5,0.62,5.35,20.6,35.4,1020.9,33.9,24.0212
Mumbai,8.75,16.25,2.03,13.73,8.98,16.17,0.61,5.25,17.13,31.4,1020.9,33.9,19.5937
Mumbai,11,11,1.23,8.3,5.4,16.3,0.79,5.17,18.6,30.9,1021,33.9,13.4596
Mumbai,7.5,13.5,1.65,8.47,5.85,16.47,0.48,6.48,17.63,41.5,1021,33.9,17.0177
Mumbai,5.75,13.75,1,8.25,5.23,16.75,0.54,7.15,14.2,42.7,1021.1,33.9,12.6063
Mumbai,5.25,13.25,1.3,8.17,5.4,17.17,0.49,7.8,9.8,37.4,1021.2,34,10.8675
Mumbai,6.75,21.25,2.25,11.95,8.2,16.68,0.86,7.8,18.12,38.6,1021.1,33.9,9.4507
Mumbai,8.75,17,1.3,12.6,7.73,17.27,0.76,8.4,8.3,36.2,1021.2,33.9,9.1126
Mumbai,7,17.5,1.97,9.95,6.9,17.62,0.61,7.95,10.8,32.9,1021.1,33.9,3.2039
Mumbai,3.5,12.25,4.67,10.22,9.23,18.3,0.69,8.97,10.8,28.7,1021.2,33.9,30
Mumbai,3.25,20.5,3.15,9.15,7.45,18.3,1.15,9.25,12.75,33.6,1021.2,33.9,9.6278
Mumbai,6.75,25.5,3.4,6.55,6.25,18.65,0.87,10.28,16.17,35.1,1021.3,34,9.5634
Mumbai,6.75,26.25,2.8,4.77,4.82,18.02,0.99,9.73,22.05,33.3,1021.2,34,9.177
Mumbai,9,24.25,3.9,6.67,6.72,21.7,1.02,10.15,27.92,31.2,1021.2,34,4.025
Mumbai,9.25,27.25,5.65,8.55,9.1,37.8,1.32,,29.4,30.9,1021.2,33.9,12
Mumbai,10,34,13.2,6.9,16.45,16.7,0.45,12.17,41.62,31.4,1021.3,33.9,9.2253
Mumbai,19.5,49.75,3.35,6.78,6.3,18.75,0.87,10.77,44.1,29.7,1021.3,34,10.1108
Mumbai,13.25,47.5,3.3,8.18,7.05,15.8,1.33,13,48,32.6,1021.3,33.9,0.4025
Mumbai,16.5,51.25,4.3,9.93,8.78,14.62,1.07,14.28,48,34.4,1021.3,33.9,9.3541
Mumbai,15.75,49,3.75,7.25,6.88,14.1,0.42,14.7,51.48,34.7,1021.3,33.9,4.4758
Mumbai,17.75,52.5,4,13.63,10.55,12.22,1.09,14.37,47.52,34.6,1021.3,34,13.56
Mumbai,18,66,5.17,25.47,17.75,14.18,1.21,9.45,33.8,32.5,1021.3,34,7.1323
Mumbai,27.75,91.25,20.7,57.9,47.63,12.1,1.83,9.05,15.68,36.3,1021.4,34.1,18.75
Mumbai,46.5,139,39.8,57.77,63.07,17.75,1.7,10.17,8.33,36.6,1021.4,34,15.8
Mumbai,40.25,127.25,23.9,45.37,43.57,18.05,1.08,9.02,15.68,31.5,1021.4,34,14.62
Mumbai,30.5,92.5,4.02,32.13,20.38,20.25,1.22,8.35,18.13,26.1,1021.5,34,14.1
Mumbai,26,67,2,33.47,19.48,19,1.34,7.97,14.7,27.5,1021.5,33.9,12.22
Mumbai,28.5,77.25,1.65,16.73,10.23,18.78,1.13,7.8,19.6,24.5,1021.5,33.9,14.18
Mumbai,18,54,1.25,14.02,8.48,18.43,0.97,7.35,19.13,21.6,1021.5,33.9,12.1
Mumbai,16.25,41.75,1.45,14.92,9.13,18.12,1.05,7.4,17.6,18.6,1021.5,33.9,17.75
Mumbai,17,37.5,1.9,18.4,11.3,18.03,0.72,7.3,19.57,19.9,1021.5,33.9,18.05
Mumbai,16.5,36.5,2.38,19.95,12.55,17.03,0.84,7.25,9.8,25.7,1021.5,33.9,20.25
Mumbai,15,38,2.9,17.8,11.8,16.92,0.91,7,9.8,29.3,1021.5,33.9,19
Mumbai,15.25,36.75,2.82,17.33,11.52,16.47,0.91,8.17,13.22,23.4,1021.5,33.9,18.78
Mumbai,16.5,37.5,8.02,15.1,14.55,17.38,0.84,8.6,12.75,17.6,1021.5,33.8,18.43
Mumbai,15.75,45.5,6.03,9.75,10.1,19.33,0.84,8.85,20.1,26,1021.4,33.9,18.12
Mumbai,9.75,29.5,2.7,5.15,4.95,22.02,1.06,9.43,29.42,33.8,1021.5,33.8,18.03
Mumbai,13,32,3.6,7.38,6.85,37.65,1.13,5.75,34.77,39.5,1021.5,33.8,17.03
Mumbai,15.5,36,3.5,7.8,6.95,25,0.29,6.05,42.15,40,1021.5,33.8,16.92
Mumbai,16,45,14.15,6.8,17.2,15.95,0.81,10.23,49.5,40.4,1021.6,33.8,16.47
Mumbai,18,51.25,2.98,5.8,5.5,35.35,1.49,9.85,50.98,40.3,1021.5,33.9,17.38
Mumbai,23.75,50.75,2.62,6.72,5.7,40.7,1.66,3.35,50.95,35.7,1021.5,33.9,12.95
Mumbai,37.5,51.5,2.15,8.12,6.07,12.95,2.51,11.27,60.77,39.2,1021.5,33.9,15.03
Mumbai,24.75,62.75,2.75,7.62,6.27,15.03,0.93,11.4,56.32,38.3,1021.5,33.9,13.85
Mumbai,23,60.25,2.9,12.72,9.1,13.85,1.16,11.63,53.88,37.5,1021.5,33.9,15.43
Mumbai,35.75,82.5,2.38,23.4,14.42,15.43,1.12,13.95,40.67,38.8,1021.6,33.9,16.62
Mumbai,33.5,112.5,3.7,37.32,22.88,16.62,1.55,11.8,28.42,43.9,1021.7,33.9,15.08
Mumbai,42.25,107,10.3,32.85,25.88,15.08,1.66,11.05,19.58,39.9,1021.6,33.9,14.57
Mumbai,30.25,83.5,13.55,35.43,29.9,14.57,1.79,10.15,14.7,39.3,1021.6,33.9,17.35
Mumbai,35.75,102.75,10.83,28.52,23.92,17.35,1.69,9.75,18.13,39.5,1021.6,33.9,18.77
Mumbai,32,102,2.43,20.62,12.98,18.77,1.83,9.48,21.55,37.5,1021.6,33.9,19.62
Mumbai,23.75,65.5,2.98,23.2,14.78,19.62,1.46,9.3,15.18,32.6,1021.7,33.9,11.27
Mumbai,15.75,64.25,1.82,14.25,9.08,20.3,1.53,8.75,18.6,29.3,1021.7,33.9,11.4
Mumbai,23.5,57,3.2,17.95,12.15,21.78,1.44,8.98,15.65,28,1021.8,33.9,11.63
Mumbai,28.25,59.25,2.52,17.22,11.23,21.15,1.85,9.12,18.15,27.4,1021.8,33.9,13.95
Mumbai,21,56.5,2.95,18.18,12.03,19.93,1.32,8.25,14.2,24.3,1021.8,33.9,11.8
Mumbai,22.75,55,10.25,24.65,21.43,18.07,1.4,8.6,9.33,25.7,1021.9,33.9,11.05
Mumbai,21.75,57.5,9.68,27.38,22.4,19.12,1.48,7.95,9.3,24.2,1021.9,33.9,10.15
Mumbai,25.75,59.5,6.9,17.73,14.98,21.35,1.39,8.05,16.15,25.9,1021.9,33.9,9.75
Mumbai,13,39.25,5.02,7.9,8.3,26.58,1.13,8.52,20.58,26.4,1022,33.8,9.48
Mumbai,16,33,3.45,7.08,6.58,28.77,1.12,9.6,27.42,27.8,1022.1,33.9,9.3
Mumbai,23.75,51.5,3.6,8.35,7.35,27.15,1.3,10.35,38.7,27.7,1022.1,33.9,8.75
Mumbai,20.75,66,3.25,7.95,6.9,25.95,0.47,11.85,48.02,26.4,1022,33.9,8.98
Mumbai,26.75,80,13.6,7.83,17.27,22.6,1.24,8.7,52.43,27.6,1022,33.9,9.12
Mumbai,34.5,85.75,2.6,6.42,5.53,24.17,1.61,4.9,53.43,28.7,1022.1,34,8.25
Mumbai,25,84,2.85,7.35,6.22,20.05,1.25,6.5,56.32,32,1022.1,33.9,8.6
Mumbai,30.5,81,2.55,5.98,5.25,16.12,1.04,9.08,57.3,32.7,1022.1,33.9,7.95
Mumbai,37.25,80.25,2.7,5.95,5.35,15.5,1.34,9.25,56.8,28.9,1022.2,34,13.85
Mumbai,33,80.75,2.78,11.15,8.17,15.85,1.47,10.43,52.93,31.9,1022.2,34,15.43
Mumbai,28,93.5,2.8,23.12,14.58,20.2,1.75,8.75,40.18,33.6,1022.2,34,16.62
Mumbai,35,116.75,3.85,36.6,22.6,18.58,1.69,17,28.4,33.1,1022.3,33.9,15.08
Mumbai,46.75,152.75,27.15,61.27,54.65,18.68,1.41,14.5,13.23,30.9,1022.2,33.9,14.57
Mumbai,48,177,36.8,56.33,59.9,16.77,1.46,13.95,9.33,36.5,1022.3,33.9,17.35
Mumbai,50,167.25,4.55,30.2,19.77,19.75,1.33,12.8,21.05,37.1,1022.3,33.9,18.77
Mumbai,41.25,107.25,3.98,36.92,22.87,22.58,1.45,11.78,11.78,24,1022.4,33.9,19.62
Mumbai,45.75,115.75,5.6,29.53,20.25,21.43,0.84,11.35,12.25,19.6,1022.5,33.9,20.3
Mumbai,28.75,85.25,1.35,17.75,10.53,19.4,0.48,9.4,15.7,20,1022.5,33.9,21.78
Mumbai,24,59.25,2.7,21.25,13.5,23.28,0.81,9.75,13.75,19,1022.4,33.9,21.15
Mumbai,22,63.25,1.15,23.07,13.2,25,0.64,8.75,27.42,20.5,1022.4,33.9,19.93
Mumbai,25,73,3.75,33.8,21,48.25,1.85,2.15,2,28.3,1022.4,34,18.07
Mumbai,60.5,115.5,3.4,41.25,24.7,9.55,0.78,20.35,39.2,32.1,1022.4,33.9,19.12
Mumbai,58,115,5.35,51.43,31.68,8.58,0.84,19.45,35.78,40.6,1022.4,33.9,21.35
Mumbai,63,115,3.25,65.3,37.4,3.15,0.62,85.9,56.37,42.3,1022.5,34,26.58
Mumbai,53.5,109,14.5,90.17,61.77,3.9,1.09,19.25,48.5,40.7,1022.4,33.9,28.77
Mumbai,61,109,3.1,53.88,31.15,7.1,0.99,12.82,19.6,38.4,1022.4,33.9,27.15
Mumbai,56,112.5,11.95,87.35,58.15,4.5,1.43,13.65,59.8,35.7,1022.5,33.9,25.95
Mumbai,26,71,2,12.8,4.2,17.6,2.19,16.85,48.05,36.2,1022.5,33.9,12.97
Mumbai,26,70.75,2.93,6.85,6.05,17.28,1.31,14.13,44.6,35.2,1022.5,33.9,12.4
Mumbai,25.5,72.75,2.53,7.33,5.95,16.4,1.27,12.05,46.52,35.7,1022.5,33.9,11.62
Mumbai,23.75,82.25,2.5,7.73,6.17,15.67,1.06,13.85,48.5,27.6,1022.5,33.9,12.4
Mumbai,23.25,75.75,2.28,7.38,5.75,15.58,0.97,13.58,43.12,41.5,1022.5,33.9,13.15
Mumbai,24.25,47,3.3,12.52,9.33,14.9,1.53,13.3,37.23,33.2,1022.5,33.9,12.08
Mumbai,24,56.25,3.7,20.12,13.7,16.88,1.61,14.87,34.3,44,1022.6,33.9,11.28
Mumbai,22.5,74.5,5.55,35.28,23.25,16.95,1.82,14.42,24.5,41.3,1022.6,33.9,11.4
Mumbai,24,81,2.73,20.03,12.85,19.47,2.45,12.97,26.45,40.3,1022.7,33.9,12.18
Mumbai,20,56,1.55,13.28,8.32,19.8,1.55,12.4,29.4,37.6,1022.7,33.9,4.53
Mumbai,14.25,33,4.33,11.37,9.57,17.85,1.61,11.62,27.95,37.4,1022.8,33.9,20.35
Mumbai,8.75,22,12.22,42.8,32.7,19.17,1.74,12.4,12.25,33.3,1022.8,33.9,19.45
Mumbai,17,34,3.13,16.42,11.33,20.72,1.53,13.15,18.63,35.6,1022.9,33.9,85.9
Mumbai,8.75,24.75,1.55,19.95,11.83,19.75,1.32,12.08,16.17,38.8,1022.9,34,19.25
