City,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Temperature (C),Pressure (millibars),Humidity,Wind Speed (km/h)
Delhi,26.25,73,3.27,9.2,7.55,7.58,0.6,8.78,44.1,40.3,1023.6,34.8,21.67
Delhi,28,69.25,3.5,8.85,7.58,7.7,0.61,6.4,39.2,43,1023.5,34.8,19.38
Delhi,21.75,61.5,3.45,8.15,7.15,7.85,0.6,7.15,36.75,43.5,1023.5,34.8,9.79
Delhi,21,45,3.25,11.58,8.83,7.9,0.48,6.73,31.87,41.8,1023.5,34.8,3.96
Delhi,23.5,76,3.72,23.83,15.7,9.2,0.59,11.62,23.53,36.1,1023.5,34.8,5.21
Delhi,22,97,4.8,28.45,19.1,8.8,0.66,11.7,18.6,36.3,1023.5,34.8,10.46
Delhi,42,99,7.98,29.3,22.05,23.08,0.71,8.28,12.28,25.7,1023.4,34.8,9.17
Delhi,38.5,91.75,10.35,32.65,25.83,22.9,0.95,9.55,12.75,34,1023.4,34.8,12.58
Delhi,48,97,3.4,28.2,17.8,11.5,0.82,14.3,11.8,36.7,1023.4,34.7,15.37
Delhi,48,97,5.5,31.6,21.3,11.6,0.84,13.7,9.8,31,1023.4,34.8,21.5
Delhi,19.5,76,11.4,29.15,24.78,24.85,1.25,9.33,15.2,31.3,1023.4,34.8,23.79
Delhi,48.75,119.5,2.5,35.8,21.02,11.83,0.84,11.92,7.33,30,1023.3,34.7,19.62
Delhi,53,129,3.65,49.18,29.12,12.53,0.85,11.55,4.9,28.7,1023.4,34.7,13.83
Delhi,57.75,106,2.62,40.88,23.87,14,0.86,11.12,16.15,32.1,1023.4,34.8,11.92
Delhi,52,98.5,3.48,34.12,20.92,12.67,0.8,10.75,9.83,32.5,1023.3,34.7,9.4346
Delhi,48.25,93.75,2.73,30.57,18.47,14.05,0.76,11.7,13.22,30.6,1023.3,34.7,13.8943
Delhi,57.25,97.25,12.55,44.35,33.8,12.78,0.89,10.92,9.8,31.9,1023.3,34.7,6.8264
Delhi,65,115.75,15.53,40.85,34.35,14.93,0.94,10.52,10.78,31.6,1023.2,34.7,6.7298
Delhi,63,120.5,4.2,21.65,14.95,14.72,0.75,12.88,26.47,28.8,1023.2,34.7,11.4471
Delhi,48,83,2.85,13.4,9.42,13.35,0.73,15.28,32.35,25.6,1023.3,34.7,13.3147
Delhi,40,80.25,3.25,10.83,8.4,12.1,0.66,12.3,35.77,24.2,1023.3,34.8,10.6743
Delhi,35.25,74,3.55,13,9.8,12.65,0.52,16,36.73,21.9,1023.3,34.7,6.5527
Delhi,28.5,68.25,3,9.5,7.48,11.88,0.52,20.52,37.73,25.5,1023.2,34.8,11.2217
Delhi,23.25,59.75,2.95,9.4,7.4,11.55,0.41,20.25,40.18,21.6,1023.2,34.8,11.1573
Delhi,19.75,56.25,2.4,6.42,5.35,10.62,0.33,11.08,35.75,26,1023.2,34.8,11.0607
Delhi,14,45.75,2.8,6.55,5.75,9.8,0.27,9.23,31.4,34.4,1023.2,34.8,11.9623
Delhi,10.25,39.75,3.5,7.38,6.75,9.65,0.33,8.32,30.4,35.4,1023.2,34.7,12.7834
Delhi,14.75,42.5,3.7,9.68,8.15,9.9,0.52,6.32,26.95,27,1023.3,34.7,12.7834
Delhi,8,44,3.8,18.2,12.8,15.1,0.74,15.6,19.6,21.7,1023.2,34.7,16.8406
Delhi,26.25,92.25,6.15,21.3,16.3,22.88,0.12,9.83,22.55,17.4,1023.3,34.7,14.4256
Delhi,40.5,85,3.5,15.32,11.03,22.82,0,9.6,31.85,14.1,1023.3,34.7,14.5866
Delhi,34.25,80.75,2.2,11.35,7.83,23.08,0.09,9.5,41.15,15.5,1023.3,34.8,14.3612
Delhi,36,91,2.5,9.25,6.95,25.05,0.64,9.75,44.6,22.5,1023.2,34.7,15.8263
Delhi,32.75,78.25,4.48,23.85,16.25,9.55,0.75,7.75,10.3,21.8,1023.2,34.8,12.6546
Delhi,33,85.25,2.07,18.4,11.5,12.07,0.72,11,14.23,23.8,1023.2,34.7,11.0124
Delhi,36,104,2.58,34.07,20.2,11.35,0.75,8.15,8.3,44.1,1023.2,34.7,17.2431
Delhi,34,108,1.7,22.95,13.55,14.5,0.73,5.7,11.8,38.9,1023.2,34.7,16.8245
Delhi,31.75,66.5,11.48,40.27,30.75,14.3,0.82,1.68,15.65,37.7,1023.2,34.7,17.0016
Delhi,33.75,82.5,5.85,31.55,21.53,12.82,0.8,3.07,4.93,40.5,1023.2,34.7,14.2324
Delhi,34.75,77,13.4,37,30.55,13.85,1.03,7.35,2.95,40.8,1023.2,34.7,17.2109
Delhi,44.75,95.5,52.45,38.52,63.15,16.43,1.72,9.4,3.9,42.4,1023.3,34.8,14.0231
Delhi,60.25,109.5,32.88,33.92,44.8,18.15,1.86,10.27,3.93,45.7,1023.2,34.7,14.0392
Delhi,56.75,108.5,6.1,17.83,14.42,15.05,1.08,8.6,16.68,44.3,1023.3,34.7,14.1358
Delhi,32.5,71,4.98,12.5,10.68,13.05,0.87,7.98,22.08,40.3,1023.2,34.7,11.5598
Delhi,24,60.75,4.45,10.9,9.4,16.05,0.86,8.1,33.8,43,1023.2,34.6,17.3397
Delhi,20.5,57,4.1,12.35,9.9,17.7,0.22,13.35,30.4,43.5,1023.2,34.6,14.3612
Delhi,19.25,55.25,14.97,10.55,19.95,11.65,0.48,11.65,35.27,41.8,1023.2,34.7,16.4059
Delhi,19.5,50.5,5.85,14.58,12.53,8.42,0.53,9.88,34.8,36.1,1023.2,34.6,15.778
Delhi,17.5,51.5,6.05,12.43,11.53,12.77,0.56,12.65,35.27,36.3,1023.2,34.7,20.2699
Delhi,16.75,51,3.75,8.12,7.38,7.95,0.53,10.82,34.8,25.7,1023.1,34.6,19.6259
Delhi,17.5,53.75,3.25,7.12,6.4,6.55,0.52,9.12,32.35,34,1023.1,34.7,20.125
Delhi,13.75,53.5,4.52,16.27,12.32,16.93,0.49,9.95,28.42,36.7,1023.2,34.6,23.2645
Delhi,16.25,57.25,9.67,33.17,25.45,11.65,0.63,9.15,18.1,31,1023.1,34.6,20.6402
Delhi,20.5,77.5,10.93,36.4,28.25,9.15,0.56,8.45,11.78,31.3,1023,34.7,20.447
Delhi,32.25,134.25,6.25,31.83,22,10.6,0.68,9.72,9.3,30,1023,34.6,23.8602
Delhi,35.75,169.5,28,41.17,44.65,10.8,0.75,10.27,6.35,28.7,1023,34.6,24.7135
Delhi,37.25,136,38.07,48.08,56.52,9.22,0.8,11.43,2,32.1,1023,34.6,24.9872
Delhi,44.25,155.5,44.17,45.35,60.03,10.9,0.92,11.92,2,32.5,1022.9,34.6,21.5901
Delhi,44,142.25,34.8,45.22,52.35,14.03,0.83,9.75,2,30.6,1022.9,34.7,15.3594
Delhi,41,116,21.93,49.87,44.35,11.52,0.85,10.4,2,31.9,1022.9,34.6,21.8155
Delhi,42,107.75,38.58,45.9,55.82,17.93,0.84,8.15,2,31.6,1022.9,34.6,26.0659
Delhi,43.5,107.75,38.35,41.1,53.05,9.7,0.82,9.2,18.65,28.8,1022.9,34.6,26.565
Delhi,47.5,140.25,45.68,45.9,61.55,9.75,0.85,7.33,2,25.6,1023,34.6,24.6652
Delhi,52,121.75,27.85,36.78,42.22,16.28,1.96,10.15,3.43,24.2,1023,34.6,20.2377
Delhi,65.75,131,41.82,32.67,51.35,15.58,1.85,11.43,3.9,21.9,1023,34.6,20.0123
Delhi,53.5,177.75,62.2,36.55,69.98,12.4,1.48,11.02,3.9,25.5,1023,34.6,20.0123
Delhi,49,173.25,14.45,29.9,27.68,8.52,0.99,9.53,9.78,21.6,1023,34.6,11.27
Delhi,30.5,84.75,6.55,14.97,13.3,17.45,0.83,10.02,20.1,26,1023,34.6,17.2753
Delhi,27.75,63.5,4.33,9.4,8.52,17.65,0.78,9.1,23.05,34.4,1023,34.6,13.685
Delhi,24.75,50.25,4.15,9.95,8.65,13,0.31,7.4,29.4,35.4,1022.9,34.6,15.5043
Delhi,28.5,64.25,15.4,13.65,21.9,16.75,0.56,9.17,33.32,27,1023,34.6,20.7851
Delhi,32.75,77.25,4.73,12.35,10.4,16.3,0.55,10.95,41.15,21.7,1023,34.6,18.193
Delhi,31.25,79.75,4.4,10.2,9.02,15.4,0.49,12.45,45.57,17.4,1022.9,34.6,19.9318
Delhi,30,82.75,5.73,14.05,12.15,14.95,0.48,11.2,43.1,14.1,1023,34.6,17.1304
Delhi,31.75,75.5,5.32,13.83,11.7,25.15,0.5,10.72,41.68,15.5,1023,34.6,15.3916
Delhi,31.5,76.75,6.53,19.55,15.73,12.78,0.6,9.25,29.4,36.9,1023,34.6,14.0392
Delhi,39.5,84.5,6.67,17.13,14.52,11.82,0.46,8.58,18.6,29.5,1023,34.6,13.8943
Delhi,35.75,92,5.15,21.87,15.83,12.6,0.64,9.03,14.2,25.1,1023,34.6,13.4757
Delhi,43.5,109,8.67,15.23,15.18,12.12,0.61,7.43,12.75,17.2,1023,34.6,11.1412
Delhi,36.5,82.75,14.25,23.9,24.28,11.35,0.64,7.95,10.8,14.6,1023,34.6,11.3505
Delhi,46.75,95.25,10.25,25.55,21.9,12.75,0.7,10.15,7.83,26,1023.1,34.6,14.9247
Delhi,46,99,8.85,31.27,23.85,14.22,0.86,9.68,6.85,25.5,1023.1,34.5,14.1519
Delhi,43.25,83.75,4.8,26.72,18.12,13.98,0.8,7.9,8.8,29.2,1023.1,34.6,15.8102
Delhi,38.75,66,6.53,29.73,21.1,13.15,0.81,7.2,7.33,31.7,1023.1,34.6,14.6832
Delhi,40,69,2.75,20.98,13.43,13.83,0.81,6.6,11.8,29.2,1023.1,34.6,14.1358
Delhi,37.25,69,1.52,17.7,10.65,14.77,0.79,6.05,12.23,26.6,1023.1,34.6,17.2592
Delhi,36.5,68.25,1.9,15.4,9.77,14.62,0.79,6.08,10.3,24.7,1023.1,34.6,16.5025
Delhi,29.5,57,8.28,17.35,15.95,14.08,0.77,6.1,6.85,23.5,1023.1,34.6,14.4578
Delhi,23.25,33,16.4,35.95,32.43,14.8,0.88,6.53,2.48,25,1023.2,34.6,20.3826
Delhi,28.75,43.75,6,18.6,14.75,13.98,0.84,7.1,7.8,24.1,1023.2,34.6,17.871
Delhi,33,48.75,4,14.73,11.08,15.08,0.76,6.65,10.8,24.1,1023.2,34.5,15.6331
Delhi,31.75,53.5,5.85,14.85,12.65,15.58,0.87,6.8,12.25,20.9,1023.2,34.6,12.5741
Delhi,35.25,70.25,5.52,12.55,11.17,14.55,0.79,6.25,17.63,23.3,1023.2,34.6,9.8371
Delhi,29.5,72.25,2.7,7.2,6,20.9,0.43,11.95,56.85,14.6,1023.2,34.6,17.2753
Delhi,32,80.75,16.22,16.85,24.35,16.55,0.77,10.08,37.75,20.8,1023.2,34.6,13.685
Delhi,44,93.25,4.75,14.3,11.45,13.43,0.59,11.47,50.48,28.1,1023.1,34.6,15.5043
Delhi,42.25,84.5,3.85,12.42,9.73,14.1,0.59,11.73,50.98,23.5,1023,34.6,20.7851
Delhi,37.5,75.25,2.85,8.75,6.98,12.82,0.61,9.4,51.95,22.8,1023,34.6,18.193
Delhi,39,80.25,3.67,12.92,9.85,12.93,0.69,8.45,46.05,20.3,1023,34.6,19.9318
Delhi,40.75,89.25,5.9,19.08,14.92,11,0.68,5.8,33.8,36.9,1022.9,34.6,17.1304
Delhi,44.75,106,5.28,16.3,12.97,14.5,0.69,9.88,32.82,29.5,1022.9,34.6,15.3916
Delhi,41.25,103.75,4.8,15.08,11.9,12.42,0.72,7.23,25,25.1,1022.9,34.6,14.0392
Delhi,43,93.75,4.35,17.25,12.72,12.12,0.78,7.75,21.05,17.2,1022.9,34.6,13.8943
Delhi,47.5,116.5,4.7,27.28,18.35,13.27,0.86,7.9,15.2,14.6,1022.9,34.6,13.4757
Delhi,52.25,138,5.55,33.35,22.3,13.03,0.86,8.2,10.3,26,1022.9,34.6,11.1412
Delhi,57.75,161.25,37.45,41.35,52.45,12.4,1.09,8.47,4.93,25.5,1022.9,34.6,11.3505
Delhi,73.25,181.75,51.68,51.82,69.6,12.17,1.18,9.82,2.95,29.2,1022.9,34.6,14.9247
Delhi,72.25,161.5,14.7,49.58,38.3,13.65,1.06,8.9,3.93,31.7,1022.8,34.6,14.1519
Delhi,57.75,134,10.6,46.2,33.17,13.08,1.03,9.4,3.95,29.2,1022.8,34.6,15.8102
Delhi,58.25,117.5,12.88,41,32.3,13.15,1.01,10.38,16.65,26.6,1022.8,34.5,14.6832
Delhi,63.25,122.5,26.85,53.5,50.3,13.08,1.05,9.8,2,24.7,1022.8,34.6,14.1358
Delhi,63.75,138.75,6.52,38.47,25.8,12.67,0.86,8.45,10.77,23.5,1022.7,34.6,17.2592
Delhi,64.5,110.5,13.77,37.92,31.35,16.38,1.41,8.6,6.88,25,1022.7,34.5,16.5025
Delhi,77.5,127.25,15.53,35.33,31.45,17.75,1.69,10,6.38,24.1,1022.7,34.6,14.4578
Delhi,79.5,144.75,9.57,37,27.47,14.58,1.07,10.85,18.1,24.1,1022.7,34.6,20.3826
Delhi,62.75,120.5,6.3,23.7,17.7,13.82,0.91,10.6,25.97,20.9,1022.6,34.6,17.871
Delhi,60,113,4.5,14.3,11.27,13.78,0.91,9.55,38.22,23.3,1022.6,34.6,15.6331
Delhi,52.75,109,4.7,11.85,10.1,15.9,4.51,14,46.55,14.6,1022.6,34.6,12.5741
Delhi,48.75,,14.6,11.2,20,15.43,0.73,13.7,46.55,20.8,1022.6,34.6,9.8371
Delhi,47.25,114.75,3.9,12.83,10,15.65,0.55,13.83,49.5,28.1,1022.6,34.6,17.2753
Delhi,45,96,4.27,10.92,9.25,15.05,0.5,12.73,48,23.5,1022.7,34.6,13.685
Delhi,41.75,82.75,3.1,7.07,6.32,14.45,0.45,10.88,47.05,22.8,1022.7,34.6,15.5043
Delhi,40.25,81.25,5.53,11.67,10.7,11.6,0.57,8.6,40.68,20.3,1022.7,34.6,20.7851
Delhi,46,89.25,3.97,11.15,9.17,12.45,0.52,7.63,34.8,36.9,1022.8,34.5,18.193
Delhi,44.5,97.25,4.85,20.3,14.7,12.7,0.6,9.88,27.95,29.5,1022.8,34.6,19.9318
Delhi,50.5,124.25,7.05,32.1,22.8,13.37,0.73,10.55,18.6,25.1,1022.7,34.6,17.1304
Delhi,56.5,160.25,11.15,37.07,28.82,14.28,0.78,9.75,12.75,17.2,1022.7,34.5,15.3916
Delhi,63.75,139.75,8.8,31.45,23.87,14.55,0.78,9.8,9.8,14.6,1022.7,34.5,14.0392
Delhi,72,139,4.08,24.63,16.4,13.97,0.78,8.93,10.8,26,1022.7,34.6,13.8943
Delhi,67,113,10.92,37.82,29,13.38,0.86,9.45,7.8,25.5,1022.7,34.6,13.4757
Delhi,67.75,140.25,8.15,42.7,29.33,14.47,0.86,8.85,7.33,29.2,1022.8,34.6,11.1412
Delhi,72.5,149.75,9.73,36.6,27.38,15.7,0.91,10.42,9.8,31.7,1022.9,34.5,11.3505
Delhi,64.5,121.75,23.25,44.25,42.4,14.12,1,9.55,4.9,29.2,1022.9,34.6,14.9247
Delhi,71,120.5,19.98,43.25,39.22,13.23,0.93,8.9,11.8,26.6,1022.9,34.5,14.1519
Delhi,69,120.25,27.82,44.58,46.32,15.88,1,10.42,4.9,24.7,1022.9,34.6,15.8102
Delhi,71.75,124.5,6.47,34.9,23.85,17.85,1.04,10.55,10.3,23.5,1022.8,34.6,14.6832
Delhi,72.5,129,8.45,30.75,23.25,17.98,1.23,9.4,8.3,25,1022.8,34.6,14.1358
Delhi,77,138,6.18,22.4,16.95,19.65,1.12,8.8,12.75,24.1,1022.7,34.5,17.2592
Delhi,67.25,109,7.05,20.1,16.45,18.43,1,8.48,16.65,24.1,1022.8,34.6,16.5025
Delhi,63.5,104,4.17,14.25,10.98,17.92,0.86,11.05,25.47,20.9,1022.7,34.6,14.4578
Delhi,59.75,104,4.6,16.38,12.45,19.65,0.9,14.75,33.32,23.3,1022.6,34.6,20.3826
Delhi,62.25,119.5,3.15,13.3,9.65,22.2,0.37,26.05,60.28,14.6,1022.6,34.6,17.871
Delhi,63.75,110.5,14.05,12.6,20.28,16.75,0.83,21.93,50,20.8,1022.6,34.6,15.6331
Delhi,66,106,3.38,10.37,8.28,18.77,1.03,22.42,54.4,28.1,1022.6,34.6,12.5741
Delhi,65.5,110.25,2.75,10.72,7.92,16.68,0.96,18.57,53.43,23.5,1022.6,34.5,9.8371
Delhi,57,109,3.02,14.22,10.03,15.45,1.07,18.2,55.38,22.8,1022.6,34.5,10.4811
Delhi,58.5,113.75,3.43,10.7,8.5,16,1.08,15.15,49.02,20.3,1022.6,34.5,15.2145
Delhi,56,114.25,3.27,8.97,7.43,16.63,0.81,12.78,38.22,36.9,1022.5,34.6,14.9569
Delhi,52.5,106.75,3.3,8.7,7.27,15.2,0.75,7.8,28.42,29.5,1022.5,34.5,14.9569
Delhi,51,100,2.63,13.1,9.12,15.8,0.72,11.68,30.87,25.1,1022.5,34.6,14.2163
Delhi,47.75,89.75,4.55,10.15,9.08,16.3,0.73,10,24.03,17.2,1022.5,34.6,10.1913
Delhi,45.5,79.25,7.65,18.77,16.2,14.25,0.82,9.78,17.6,14.6,1022.4,34.6,12.5419
Delhi,50.5,92.5,5.85,23.93,17.5,14.43,0.89,9.45,15.2,26,1022.3,34.6,9.0965
Delhi,53.75,118.25,6.57,16.53,14.1,15.85,0.96,8.15,16.17,25.5,1022.3,34.6,20.3343
Delhi,56.25,131,2.5,20.55,12.95,14.42,0.77,7.78,14.23,29.2,1022.3,34.5,16.3093
Delhi,48,103.5,2.7,17.23,11.35,16.1,0.7,8.23,14.2,31.7,1022.3,34.6,19.6742
Delhi,53.5,94.75,4.1,33.75,21.3,14.35,0.77,8.1,6.85,29.2,1022.3,34.5,20.4631
Delhi,66.75,105,4.53,44.15,27.2,15.45,0.87,7.12,4.9,26.6,1022.3,34.6,20.2377
Delhi,57.5,129.5,14.73,47.88,37.45,14.62,0.72,7.23,4.43,24.7,1022.2,34.5,15.4721
Delhi,59,132.25,12.95,40.4,32.03,14.93,0.47,8.18,4.4,23.5,1022.2,34.5,23.6992
Delhi,58.25,138.75,14.27,30.43,27.78,16.17,0.48,5.2,3.9,25,1022.2,34.6,10.2879
Delhi,58.25,143.75,24.75,38.77,40.75,15.4,0.73,4.38,4.9,24.1,1022.3,34.5,13.7011
Delhi,60,122.75,7.1,22.45,17.7,15.85,0.59,3.9,17.65,24.1,1022.3,34.6,14.2968
Delhi,45,86,2.9,7.32,6.23,13.67,0.49,2.85,28.92,20.9,1022.4,34.5,13.9909
Delhi,43.5,77.25,2.7,10.05,7.53,13.08,0.34,2.3,35.75,23.3,1022.4,34.5,28.84
Delhi,40.75,80.25,2.2,7.6,5.8,14.2,1.02,4.75,41.18,14.6,1022.4,34.6,14.12
Delhi,45,84,5.13,12.08,10.58,14.15,0.38,8.8,43.12,20.8,1022.4,34.5,8.29
Delhi,40.75,76.25,2.47,8.75,6.65,11.82,0.34,7.3,48,28.1,1022.4,34.5,7.92
Delhi,37,80,2.33,8.27,6.3,13.15,0.48,5.88,52.95,23.5,1022.4,34.5,19.41
Delhi,48,86.25,2.85,11.48,8.43,13.85,0.55,5.25,54.9,22.8,1022.4,34.5,14.88
Delhi,49.5,100.75,2.8,12.3,8.82,14.42,0.62,7.1,55.38,20.3,1022.4,34.5,9.92
Delhi,51.5,104.5,3.13,13.93,9.95,15.12,0.68,6.57,49.48,36.9,1022.5,34.5,13.54
Delhi,45.75,101.75,3.45,11.7,9.03,14.15,0.65,8.95,31.85,29.5,1022.5,34.5,10.83
Delhi,37.5,95.25,2.78,12.18,8.75,13.12,0.63,8.6,28.4,25.1,1022.6,34.5,13.75
Delhi,40.25,88,2.95,11.4,8.48,11.78,0.63,6.6,28.9,17.2,1022.7,34.5,16.42
Delhi,37.25,90.75,4.6,22.9,15.92,10.38,0.71,10.8,24,14.6,1022.6,34.5,19.79
Delhi,44,88.5,3.45,15.9,11.27,12.2,0.7,9.67,22.08,26,1022.7,34.5,20.83
Delhi,44,84,3.1,16.02,11.03,11.45,0.71,8.53,20.6,25.5,1022.7,34.5,10.67
Delhi,38.5,87.75,4.35,27.17,18,13.05,0.69,6.65,14.7,29.2,1022.7,34.5,17.83
Delhi,38,101,2.78,13.92,9.68,12.22,0.7,6.48,19.1,31.7,1022.7,34.5,22.42
Delhi,40.25,72.75,3.12,19.23,12.8,13.58,0.73,5.98,18.6,29.2,1022.6,34.5,17.08
Delhi,38,74.75,2.77,16.28,10.92,13.3,0.76,4.4,25.45,26.6,1022.7,34.5,22.5
Delhi,38.75,66.5,3.55,17.15,12,13.12,0.83,5.8,21.55,24.7,1022.6,34.5,18.25
Delhi,45,77,2.75,19.22,12.47,15.85,0.96,5.48,18.15,23.5,1022.6,34.5,16.21
Delhi,50.5,83.75,2.52,14.57,9.83,16.35,1.14,7.8,20.6,25,1022.6,34.5,12.04
Delhi,55.5,88.25,3.35,16.75,11.65,17.97,1.56,8.78,17.63,24.1,1022.5,34.5,14.12
Delhi,56,93.25,3.8,16.1,11.65,15.8,1.07,10.05,26.95,24.1,1022.6,34.5,19.41
Delhi,51.25,86,2.65,11.15,8.1,15.17,0.9,9.12,38.7,20.9,1022.6,34.5,14.88
Delhi,46.5,82.25,2.1,9.9,7,14.9,0.83,12.25,46.05,23.3,1022.6,34.5,9.92
Delhi,47.5,88,2.2,7.6,5.85,15.6,0.58,7.38,50,14.6,1022.5,34.6,13.54
Delhi,44.25,86,3.02,7.67,6.52,12.22,0.66,9.8,47.5,20.8,1022.5,34.5,10.83
Delhi,38.5,82.5,2.15,6.3,5.1,12.35,0.62,12.9,48,28.1,1022.5,34.5,13.75
Delhi,37.5,75.5,2.38,6.8,5.55,12.3,0.62,11.97,47,23.5,1022.6,34.6,16.42
Delhi,36,71,2.47,6.47,5.45,12.3,0.61,11.08,44.57,22.8,1022.5,34.5,19.79
Delhi,34,61,2.72,7.25,6.07,12.15,0.57,10.65,40.2,20.3,1022.5,34.5,20.83
Delhi,28,58,2.58,6.5,5.52,12.25,0.64,12.18,38.23,36.9,1022.5,34.5,10.67
Delhi,28.75,62.25,2.55,9.25,7,12.65,0.62,4.12,32.35,29.5,1022.5,34.5,17.83
Delhi,32.75,79.25,1.97,13.7,8.88,12.27,0.66,2.45,26.45,25.1,1022.5,34.5,22.42
Delhi,39.75,92.25,2.23,15.4,10.03,12.08,0.78,7.78,23.53,17.2,1022.5,34.5,17.08
Delhi,45,89.25,2.2,13.28,8.85,12.68,0.77,9.78,23.5,14.6,1022.4,34.5,22.5
Delhi,45.75,80,2.38,16.2,10.58,12.55,0.78,9,19.6,26,1022.4,34.5,18.25
Delhi,48.25,89.25,3.08,24.62,15.57,13.23,0.83,9.15,13.73,25.5,1022.3,34.6,16.21
Delhi,48.25,100.25,3.4,26.25,16.68,14.55,0.89,9.95,14.7,29.2,1022.3,34.5,12.04
Delhi,45,97.75,1.75,16.85,10.4,13.05,0.75,8.23,20.08,31.7,1022.2,34.5,14.12
Delhi,42,79,2.82,31.25,18.92,12.5,0.84,8.03,12.75,29.2,1022.1,34.5,8.42
Delhi,40,94,3.15,19.47,12.92,13.1,0.72,7.68,21.08,26.6,1022,34.5,10.37
Delhi,36.75,70.75,2.18,11.13,7.67,14.17,0.87,6.93,24,24.7,1021.9,34.5,21.5
Delhi,38.5,68.5,2.03,15.42,9.83,14.25,0.83,5.82,18.63,23.5,1021.9,34.5,23.42
Delhi,47,84.5,16.87,36.55,33.17,14.48,1.03,7.65,9.8,25,1021.9,34.5,12.54
Delhi,49.25,96.25,16.95,34.58,32.2,14.07,1.03,8.28,13.25,24.1,1021.9,34.5,16.04
Delhi,45.75,101,3.88,14.23,10.73,14.08,0.71,7.35,27.45,24.1,1021.8,34.6,13.67
Delhi,36.5,70,6.12,12.78,11.75,12.58,0.39,6.93,28.9,20.9,1021.7,34.5,16.66
Delhi,19.5,49.5,5.6,10.77,10.33,13.12,0.41,6,27.9,23.3,1021.8,34.5,25.29
Delhi,17.75,49.75,5.1,13.5,11.35,12.6,0.24,8.35,27.4,14.6,1021.8,34.6,18.79
Delhi,17,46,6.15,14.05,12.45,12.2,0.53,9.83,30.85,20.8,1021.9,34.6,14.33
Delhi,20,64.25,6.13,14.83,12.87,16.97,0.43,6.48,31.87,28.1,1021.9,34.6,11.92
Delhi,18.75,57.5,4.8,14.85,11.78,15.97,0.49,6.95,37.73,23.5,1021.9,34.5,12.79
Delhi,24.75,54.5,5.23,14.45,11.93,15.83,0.57,8.18,36.25,22.8,1021.9,34.5,11.109
Delhi,25.25,58.75,4.75,12.55,10.53,14.18,0.57,7.28,33.32,20.3,1021.9,34.6,13.524
Delhi,22.75,59,6.2,12.9,11.93,8.72,0.55,7.65,28.9,18.6,1021.9,34.6,15.5848
Delhi,27.75,64.25,6.38,21.88,16.7,8.4,0.52,7.7,19.13,29.2,1021.9,34.6,21.5257
Delhi,19.25,80,7.7,25.75,19.9,8.48,0.64,7.48,11.78,26.6,1021.9,34.5,22.9586
Delhi,25.75,104,5.08,18.57,14,9.2,0.67,7.2,11.3,24.7,1021.9,34.5,26.4845
Delhi,32.75,91.25,4.72,18.15,13.5,9.5,0.85,8.05,9.8,23.5,1022,34.6,26.726
Delhi,30,77.25,14.2,22.33,23.4,8.42,0.89,8.88,5.88,25,1021.9,34.5,23.3611
Delhi,33.75,78.5,13.17,28.4,25.82,10.35,0.77,9.52,2.48,24.1,1022,34.5,28.0623
Delhi,34.75,100.5,7.03,24.55,18.78,10.53,0.81,12.42,2.95,24.1,1022.1,34.5,27.9013
Delhi,31.5,85.75,8.47,28.32,21.97,10.5,0.72,10.4,3.43,20.9,1022.1,34.6,25.7439
Delhi,30.25,98.5,15.4,29.53,28.27,12.3,0.72,10.25,5.9,23.3,1022.1,34.6,26.3557
Delhi,22,90,5.95,24.02,17.6,13.05,0.72,8.05,4.9,14.6,1022.1,34.6,25.0516
Delhi,22.25,88,8.03,24.95,19.8,11.4,0.72,8.08,3.45,20.8,1022.1,34.6,25.5668
Delhi,25,119.25,18.68,30.28,31.3,10.75,0.69,9.25,2,28.1,1022.1,34.6,23.3289
Delhi,32,117.25,65.9,37.02,73.3,10.55,1.07,10.53,2.95,23.5,1022.1,34.6,20.0284
Delhi,36,98.25,21.78,32.33,34.9,11.98,0.92,10.2,2.95,29.2,1022.1,34.6,14.9569
Delhi,36.5,83.5,10.42,20.97,19.62,13.27,0.9,9.8,10.3,26.6,1022.1,34.6,22.9425
Delhi,27.5,53.5,5.65,15.25,12.73,13.33,0.83,10.02,18.62,24.7,1022.1,34.6,19.6581
Delhi,22.5,49,5.5,14.67,12.25,13.13,0.77,11.4,25,23.5,1022.1,34.6,20.7368
Delhi,20.75,52.5,5.65,19.7,15.05,15.75,0.58,12.57,25.97,25,1022.1,34.6,11.109
Delhi,20.75,64.75,3.82,11.92,9.45,14.48,0.75,10.53,32.33,24.1,1022,34.6,13.524
Delhi,21.5,63,5.5,13.97,11.92,10.78,0.41,5.9,36.25,24.1,1022,34.6,15.5848
Delhi,18.25,55.25,5.25,11.12,10.17,10.43,0.34,9.35,39.7,20.9,1022,34.6,21.5257
Delhi,15.25,55.25,4.38,12.75,10.33,9.52,0.4,9.05,40.2,23.3,1022,34.5,22.9586
Delhi,22.5,64,3.72,11.15,8.95,10.7,0.48,9.12,39.2,14.6,1022,34.5,26.4845
Delhi,24,72.25,4.38,12.2,10.02,10.35,0.61,11.5,36.25,20.8,1021.9,34.5,26.726
Delhi,25.25,81.75,6.07,20.15,15.68,10.12,0.64,8,27.42,28.1,1022,34.5,23.3611
Delhi,28.5,94.25,7.6,19.95,16.8,10.6,0.77,6.67,16.65,23.5,1021.9,34.5,28.0623
